"""name"":","""6","""group"":",data_analysis,"""value"":",160,Full-time,"{""name"":""6"",""group"":""data_analysis"",""value"":160},"
"""name"":","""52","""group"":",data_analysis,"""value"":",160,Full-time,"{""name"":""52"",""group"":""data_analysis"",""value"":160},"
"""name"":","""10","""group"":",data_analysis,"""value"":",129,Full-time,"{""name"":""10"",""group"":""data_analysis"",""value"":129},"
"""name"":","""56","""group"":",data_analysis,"""value"":",129,Full-time,"{""name"":""56"",""group"":""data_analysis"",""value"":129},"
"""name"":","""2","""group"":",data_analysis,"""value"":",120,Full-time,"{""name"":""2"",""group"":""data_analysis"",""value"":120},"
"""name"":","""48","""group"":",data_analysis,"""value"":",120,Full-time,"{""name"":""48"",""group"":""data_analysis"",""value"":120},"
"""name"":","""4","""group"":",data_analysis,"""value"":",113,Full-time,"{""name"":""4"",""group"":""data_analysis"",""value"":113},"
"""name"":","""50","""group"":",data_analysis,"""value"":",113,Full-time,"{""name"":""50"",""group"":""data_analysis"",""value"":113},"
"""name"":","""7","""group"":",data_analysis,"""value"":",102.5,Full-time,"{""name"":""7"",""group"":""data_analysis"",""value"":102.5},"
"""name"":","""53","""group"":",data_analysis,"""value"":",102.5,Full-time,"{""name"":""53"",""group"":""data_analysis"",""value"":102.5},"
"""name"":","""11","""group"":",data_analysis,"""value"":",100,Full-time,"{""name"":""11"",""group"":""data_analysis"",""value"":100},"
"""name"":","""57","""group"":",data_analysis,"""value"":",100,Full-time,"{""name"":""57"",""group"":""data_analysis"",""value"":100},"
"""name"":","""9","""group"":",data_analysis,"""value"":",85.5,Full-time,"{""name"":""9"",""group"":""data_analysis"",""value"":85.5},"
"""name"":","""55","""group"":",data_analysis,"""value"":",85.5,Full-time,"{""name"":""55"",""group"":""data_analysis"",""value"":85.5},"
"""name"":","""8","""group"":",data_analysis,"""value"":",78,Full-time,"{""name"":""8"",""group"":""data_analysis"",""value"":78},"
"""name"":","""54","""group"":",data_analysis,"""value"":",78,Full-time,"{""name"":""54"",""group"":""data_analysis"",""value"":78},"
"""name"":","""5","""group"":",data_analysis,"""value"":",75,Full-time,"{""name"":""5"",""group"":""data_analysis"",""value"":75},"
"""name"":","""51","""group"":",data_analysis,"""value"":",75,Full-time,"{""name"":""51"",""group"":""data_analysis"",""value"":75},"
"""name"":","""12","""group"":",data_analysis,"""value"":",65,Full-time,"{""name"":""12"",""group"":""data_analysis"",""value"":65},"
"""name"":","""58","""group"":",data_analysis,"""value"":",65,Full-time,"{""name"":""58"",""group"":""data_analysis"",""value"":65},"
"""name"":","""1","""group"":",data_analysis,"""value"":",59.5,Full-time,"{""name"":""1"",""group"":""data_analysis"",""value"":59.5},"
"""name"":","""47","""group"":",data_analysis,"""value"":",59.5,Full-time,"{""name"":""47"",""group"":""data_analysis"",""value"":59.5},"
"""name"":","""21","""group"":",data_science,"""value"":",350,Full-time,"{""name"":""21"",""group"":""data_science"",""value"":350},"
"""name"":","""63","""group"":",data_science,"""value"":",229,Full-time,"{""name"":""63"",""group"":""data_science"",""value"":229},"
"""name"":","""73","""group"":",data_science,"""value"":",229,Full-time,"{""name"":""73"",""group"":""data_science"",""value"":229},"
"""name"":","""67","""group"":",data_science,"""value"":",220,Full-time,"{""name"":""67"",""group"":""data_science"",""value"":220},"
"""name"":","""69","""group"":",data_science,"""value"":",179.5,Full-time,"{""name"":""69"",""group"":""data_science"",""value"":179.5},"
"""name"":","""75","""group"":",data_science,"""value"":",173.5,Full-time,"{""name"":""75"",""group"":""data_science"",""value"":173.5},"
"""name"":","""26","""group"":",data_science,"""value"":",163.5,Full-time,"{""name"":""26"",""group"":""data_science"",""value"":163.5},"
"""name"":","""74","""group"":",data_science,"""value"":",156,Full-time,"{""name"":""74"",""group"":""data_science"",""value"":156},"
"""name"":","""15","""group"":",data_science,"""value"":",152.5,Full-time,"{""name"":""15"",""group"":""data_science"",""value"":152.5},"
"""name"":","""16","""group"":",data_science,"""value"":",152.5,Full-time,"{""name"":""16"",""group"":""data_science"",""value"":152.5},"
